country,ISO3,I_VE0,I_VE0_min,I_VE0_max,Ires_VE0,Ires_VE0_min,Ires_VE0_max,D_VE0,D_VE0_min,D_VE0_max,Ires2_VE0,Ires2_VE0_min,Ires2_VE0_max,I_VE1,I_VE1_min,I_VE1_max,Ires_VE1,Ires_VE1_min,Ires_VE1_max,D_VE1,D_VE1_min,D_VE1_max,Ires2_VE1,Ires2_VE1_min,Ires2_VE1_max,I_VE2,I_VE2_min,I_VE2_max,Ires_VE2,Ires_VE2_min,Ires_VE2_max,D_VE2,D_VE2_min,D_VE2_max,Ires2_VE2,Ires2_VE2_min,Ires2_VE2_max,I_VE3,I_VE3_min,I_VE3_max,Ires_VE3,Ires_VE3_min,Ires_VE3_max,D_VE3,D_VE3_min,D_VE3_max,Ires2_VE3,Ires2_VE3_min,Ires2_VE3_max,I_avd_VE1,I_avd_VE1_min,I_avd_VE1_max,Ires_avd_VE1,Ires_avd_VE1_min,Ires_avd_VE1_max,D_avd_VE1,D_avd_VE1_min,D_avd_VE1_max,Ires2_avd_VE1,Ires2_avd_VE1_min,Ires2_avd_VE1_max,I_avd_VE2,I_avd_VE2_min,I_avd_VE2_max,Ires_avd_VE2,Ires_avd_VE2_min,Ires_avd_VE2_max,D_avd_VE2,D_avd_VE2_min,D_avd_VE2_max,Ires2_avd_VE2,Ires2_avd_VE2_min,Ires2_avd_VE2_max,I_avd_VE3,I_avd_VE3_min,I_avd_VE3_max,Ires_avd_VE3,Ires_avd_VE3_min,Ires_avd_VE3_max,D_avd_VE3,D_avd_VE3_min,D_avd_VE3_max,Ires2_avd_VE3,Ires2_avd_VE3_min,Ires2_avd_VE3_max
Côte d'Ivoire,CIV,17305132.91450863,11398710.441596733,17730243.610276796,21715.83142564536,12050.678779654289,27937.046818764495,49137.85567453887,31088.748731321797,56025.497822969206,819485.9837209606,456690.2924857632,1054253.9724157401,14232718.297507348,9280526.992836075,14469322.422314158,17860.325766018184,9858.910884079685,22647.329980186896,40413.746662005506,25214.5237076017,45653.11048191116,773595.6364290513,417187.7098677419,963709.7865312435,9467912.550535021,8601423.24186452,13422840.94973002,11881.075627439557,9123.497493107458,21049.43026154236,26884.09980701701,23348.761773394413,42104.52381716765,574117.5262123283,421207.7454607642,974980.2815219436,12061173.515704803,7941860.398662733,12356141.226946458,15135.301887390382,8396.785574649353,19468.818288657527,34247.65394222351,21658.50142035778,39051.38329393572,571809.0352335768,318527.73516284593,735345.4363621133,3072414.617001281,2118183.448760658,3260921.1879626373,3855.5056596271756,2191.767895574603,5289.7168385776,8724.109012533365,5874.2250237201,10372.387341058049,45890.34729190929,39502.58261802133,90544.18588449669,7837220.363973606,2797287.199732214,4307402.660546775,9834.755798205802,2927.181286546832,6887.616557222139,22253.75586752186,7739.986957927384,13920.97400580156,45890.34729190929,35482.54702499903,79273.69089379643,5243959.398803826,3456850.042934001,5374102.383330336,6580.529538254976,3653.893205004935,8468.228530106971,14890.201732315361,9430.247310964016,16974.114529033486,45890.34729190929,138162.5573229173,318908.53605362674
Democratic Republic of the Congo,COD,69003092.15110128,58118670.545954324,81662032.6509144,246824.06062448927,162674.0970969607,356461.75361251924,176647.91590681928,133252.01313255873,242435.2274482672,5598365.880919982,3768643.5647107097,8098033.494428176,58698368.90240285,49145879.3830539,68988931.25204328,209964.06556389498,138685.1427738114,301032.019619208,150267.8243901513,112747.37689417214,204472.53079786632,5327656.489763331,3512807.2609886164,7546181.131306403,42473461.79557016,46291637.38034885,64869778.40438553,151927.57284275445,130294.89898737152,281595.13241255446,108732.06219665962,105785.4863673594,190245.59351046055,4162736.7761628116,3534652.159593124,7590923.514521591,51115933.344705254,43047736.02214019,60499783.80482057,182841.6935740107,120496.644776877,264080.74962447217,130856.78936244546,98691.53252751908,179636.83642246836,4150581.8009504476,2794176.072703402,6004746.887876224,10304723.248698423,8972791.162900422,12673101.398871135,36859.99506059426,23988.954323149304,55429.73399331126,26380.09151666797,20504.636238386593,37962.696650400874,270709.3911566513,255836.30372209317,551852.3631217737,26529630.355531115,11827033.165605476,16792254.246528875,94896.4877817348,32379.198109589182,74866.6211999648,67915.85371015964,27466.526765199338,52189.63393780665,270709.3911566513,233991.40511758582,507109.9799065855,17887158.80639602,15070934.52381413,21162248.84609384,63982.36705047857,42177.4523200837,92381.0039880471,45791.12654437381,34560.48060503965,62798.39102579881,270709.3911566513,974467.4920073077,2093286.6065519536
Equatorial Guinea,GNQ,704486.0210534272,561407.0152908494,990685.8373932672,6168.831843354335,4116.493430416867,9754.358271225403,1803.4842138967736,1321.5731744792859,2710.423821183061,68834.74145809188,44290.405416722686,114158.42703316173,621335.7127041984,490016.3662942951,863918.6499257325,5440.7261682943135,3602.9190526582383,8595.22819267758,1590.6194245227477,1155.33630323106,2363.740533082085,65983.74622787748,41524.659760102346,108176.7557264846,486687.24273321754,471085.23472216853,830197.77377192,4261.676840993419,3425.844287961141,8231.923917903778,1245.9193413970368,1105.568560943822,2259.6097909453015,54299.4920508489,41654.175141543725,108521.25550603747,555499.1248333497,442651.9073160491,781314.7163974504,4864.228086603227,3246.1442345415626,7692.062979667899,1422.077759573375,1041.9390126265328,2137.688624855706,54303.231041003964,34937.858423745085,90059.82063389855,83150.30834922883,71390.6489965542,126767.18746753466,728.1056750600226,513.5743777586292,1159.1300785478236,212.86478937402586,166.236871248226,346.683288100976,2850.995230214395,2765.74565662034,5981.671306677128,217798.77832020968,90321.78056868081,160488.06362134728,1907.1550023609163,690.6491424557264,1522.4343533216254,557.5648724997368,216.00461353546405,450.81403023775965,2850.995230214395,2636.2302751789625,5637.171527124262,148986.89622007753,118755.10797480025,209371.12099581683,1304.6037567511084,870.3491958753053,2062.2952915575033,381.40645432339846,279.6341618527532,572.735196327355,2850.995230214395,9352.546992977605,24098.606399263183
Eritrea,ERI,408001.3760925391,323956.7671865393,504798.7993583032,186.9666305944055,113.9012725412435,278.5274351406802,1044.4835227968997,746.9925941463438,1433.8752239767618,1786.1012977983078,1065.200333650138,2735.7066013064796,318677.6519394975,249887.83061388833,390134.44918436103,146.0340340012742,87.5630483788496,215.3274567943446,815.8147889651134,579.1399311430292,1106.770112134884,1639.2991232728186,947.6365431523884,2417.448028608166,179208.23559397314,223152.51688123692,353675.30251091626,82.1221739609379,76.602998911671,197.6987139898407,458.77308312057073,520.1337608042102,1005.2525259353326,1097.9710711671996,946.1647581659879,2426.7194956784733,253056.68331533298,200923.58480019437,313106.2883623623,115.96322512925079,70.6435087291791,172.7505426901192,647.8251092872521,463.2777680195477,889.4265586946872,1108.1105457262029,660.830101042712,1697.2069619349463,89323.72415304159,74068.93657265099,114664.35017394213,40.932596593131294,26.3382241623939,63.1999783463356,228.66873383178643,167.85266300331458,327.1051118418778,146.8021745254892,117.56379049774955,318.258572698313,228793.14049856598,100804.25030530238,151123.49684738697,104.84445663346759,37.298273629572506,80.8287211508395,585.7104396763291,226.8588333421336,428.6226980414292,146.8021745254892,119.03557548414994,308.98710562800596,154944.6927772061,123033.18238634494,191692.5109959409,71.0034054651547,43.2577638120644,105.77689245056101,396.65841350964774,283.7148261267961,544.4486652820746,146.8021745254892,404.3702326074258,1038.499639371533
Eswatini,SWZ,88.65244653369919,75.30038955961611,103.7342599699711,0.024329495606056836,0.01624144957635479,0.035145641292189514,0.22695026312627092,0.16697277214883965,0.29392374826992573,0.46104756244152423,0.2964977491380865,0.6781862897552389,74.5044893789151,62.5809645170519,86.846192092854,0.020446775219979837,0.013422469642538428,0.029340539243415547,0.190731492810024,0.13914471879936086,0.2452575848882055,0.43752791675160224,0.2734823472124111,0.6295149388693205,50.230505528377,58.517680208663506,81.575542042806,0.013785100257533482,0.012498424591562569,0.027532952906305863,0.12859009415264652,0.1298056214740258,0.2297773057006873,0.32751958321731844,0.2751141842509601,0.6339112394035965,61.347543206898905,52.1079128445952,71.78416708508661,0.01683602473765094,0.011239091479630129,0.02432080583223228,0.1570497106096627,0.11554523411089815,0.20339543601791904,0.3190453557879906,0.2051767186492957,0.4693056183064387,14.147957154784095,12.719425042564204,16.8880678771171,0.003882720386077001,0.002818979933816361,0.005805102048773967,0.036218770316246936,0.02782805334947879,0.04866616338172021,0.023519645689921993,0.02301540192567542,0.048671350885918334,38.421941005322196,16.7827093509526,22.158717927165096,0.010544395348523358,0.0037430249847922206,0.007612688385883652,0.09836016897362442,0.03716715067481386,0.06414644256923839,0.023519645689921993,0.021383564887126356,0.04427505035164232,27.304903326800297,23.192476715020902,31.950092884884498,0.007493470868405901,0.00500235809672466,0.010824835459957233,0.06990055251660826,0.05142753803794151,0.09052831225200667,0.023519645689921993,0.0913210304887908,0.20888067144880015
Ethiopia,ETH,7067505.767028157,5447882.9165180735,9268295.344209304,8967.435686920977,5563.00084922586,13679.600500269178,18092.814763592083,12223.310188403459,25522.37230596647,151674.60129804193,89893.52519888441,226016.71376076862,5994200.866034058,4589135.693008109,7768768.552463766,7605.598429281378,4645.391725292425,11417.76761957262,15345.154217047188,10305.481809514416,21489.259838977232,143634.19643972197,82340.71156236585,209699.589467394,4334411.602603729,4265948.123209409,7238118.976331145,5499.614512990629,4341.918213990447,10616.667868602626,11096.093702665548,9706.061113256255,20059.689477147844,112088.00107707296,82839.27423649351,210562.20525040815,5230766.986668259,4031921.6756752376,6859818.657219798,6636.933607475637,4117.18367087357,10124.660610126617,13390.763485870746,9046.285789859663,18890.50645638399,112270.27461701173,66540.69158226074,167309.73868880334,1073304.9009940992,858747.2235099642,1499526.7917455377,1361.8372576395986,917.6091239334357,2261.8328806965574,2747.660546544895,1917.8283788890421,4033.1124669892383,8040.404858319943,7552.813636518559,16317.124293374618,2733094.164424428,1181934.7933086643,2030176.3678781588,3467.8211739303474,1221.0826352354136,3062.9326316665524,6996.721060926535,2517.249075147202,5462.682828818626,8040.404858319943,7054.2509623909,15454.508510360449,1836738.7803598975,1415961.240842836,2408476.686989506,2330.5020794453403,1445.8171783522907,3554.9398901425607,4702.051277721337,3177.0243985437946,6631.865849582475,8040.404858319943,23352.833616623655,58706.97507196529
Gabon,GAB,806657.1625168074,624483.8302667334,1138568.8333524351,5849.877742571887,3703.081821315585,9885.222452862989,2065.042336043027,1454.7815483353038,3207.2329240553913,61680.518891370295,38575.71445691219,103959.12489495361,671035.7734325047,508727.6329459863,941930.3649059451,4866.351428932525,3018.070109186705,8097.580088385441,1717.8515799872118,1193.0413647810892,2641.128709453906,57958.37257708329,35165.67829687189,95382.98681778155,453574.8253547851,470309.871154232,878998.601492562,3289.324633472901,2781.7968114482996,7474.684381769542,1161.1515529082494,1101.809242933852,2453.5055623817166,43247.43848926191,35261.946205330416,96006.5898464364,565134.7399696355,437453.522932071,797854.6312447585,4098.357134259797,2593.931062251761,6926.640342219571,1446.7449343222665,1019.0154269804785,2247.807995836555,43238.885460538964,27036.60872660682,72904.95007392917,135621.3890843027,115756.19732074716,196638.46844649006,983.5263136393633,685.0117121288797,1787.6423644775477,347.190756055815,261.7401835542144,566.1042146014855,3722.1463142870048,3410.0361600402966,8576.13807717205,353082.33716202236,154173.9591125014,259570.23185987322,2560.5531090989866,921.2850098672853,2410.538071093447,903.8907831347774,352.9723054014518,753.7273616736751,3722.1463142870048,3313.7682515817705,7952.535048517207,241522.42254717194,187030.30733466242,340714.20210767665,1751.520608312091,1109.150759063824,2958.5821106434178,618.2974017207603,435.76612135482515,959.4249282188364,3722.1463142870048,11539.105730305368,31054.174821024437
Gambia,GMB,461167.8940436937,388813.2734921117,591453.1211335246,520.5166545617762,353.45968283650564,791.9984923066158,2611.0275241544723,1933.180498358473,3757.724158310399,8758.661908188486,5774.739660718687,13400.085738158677,374924.34051042516,311214.5344362663,475097.15448784747,423.1742191007266,282.4790067178698,638.342178366038,2122.736177413585,1563.5795061139338,2981.2551702988258,8205.322071631586,5231.444715921213,12212.63855025815,238415.75781482225,288336.3399252052,436436.12285343854,269.098031878221,256.8504509964246,585.7179313449088,1349.855690057355,1448.172680183487,2724.761691600458,5910.9617438314035,5258.907374603346,12307.362565309895,310168.3819453964,261484.0818463863,397835.419998805,350.0846667911372,237.7213777549937,532.748377804893,1756.1026967440112,1300.0231442952318,2527.954460621311,5894.665626030304,3886.3550698432737,9020.421473592785,86243.55353326858,77598.73905584539,116355.96664567708,97.34243546104962,70.98067611863578,153.65631394057797,488.2913467408871,369.6009922445391,776.4689880115734,553.3398365568985,543.2949447974746,1187.4471879005262,222752.13622887147,100476.9335669065,155016.998280086,251.41862268355518,96.609231840081,206.2805609617071,1261.171834097117,485.0078181749859,1032.9624667099413,553.3398365568985,515.8322861153414,1092.7231728487827,150999.5120982973,127329.19164572541,193617.7011347196,170.431987770639,115.7383050815119,259.2501145017229,854.9248274104609,633.1573540632411,1229.7696976890884,553.3398365568985,1888.384590875414,4379.664264565892
Ghana,GHA,9318810.406682923,7662950.59241976,11815542.360706381,102834.78946071531,67876.3169602666,166239.12778716668,23856.154641108285,17366.203292915387,33449.6437240239,1316600.5058176522,887023.7579158432,2025668.0759874776,7188973.859976163,5804733.6871939255,8944606.76034989,79331.65082949506,51950.536720481075,122639.75590172678,18403.773081538977,13173.335819499454,25461.17783714194,1209002.9748873264,786419.849914823,1789578.7631806096,3886225.3597999196,5191934.112087481,8029827.603083708,42885.212729010855,46644.05554310043,108438.31735436882,9948.736921087795,11771.391707162129,22904.171704058062,794323.7244830846,793638.9017979668,1800287.9950456514,5671755.876032807,4663947.505202858,7192032.505729131,62588.870889156846,41311.50009072131,101181.61381847599,14519.695042643987,10567.048560245492,20365.360021852277,801971.2588645072,540295.7481539918,1233990.0619572531,2129836.54670676,1858216.905225834,2870935.6003564894,23503.13863122025,15925.780239785525,43599.37188543991,5452.38155956931,4192.86747341593,7988.465886881961,107597.530930326,100603.90800102011,236089.31280686797,5432585.046883004,2471016.4803322796,3785714.7576226722,59949.57673170446,21232.261417166173,57800.81043279787,13907.417720020492,5594.811585753255,10545.47201996584,107597.530930326,93384.8561178763,225380.08094182616,3647054.5306501156,2999003.087216902,4623509.854977249,40245.91857155847,26564.81686954529,65057.513968690706,9336.459598464298,6799.154732669893,13084.283702171624,107597.530930326,346728.0097618514,791678.0140302244
Guinea,GIN,10402674.22218237,8169032.947248135,13840007.897548214,56069.02703433327,38481.37365807308,89237.36088187834,26630.84600878687,19120.69842976966,37305.675835946844,724046.6142371874,483841.2880158458,1161264.1320160101,9262915.11722398,7219861.716865353,12250687.02018618,49925.87742648821,33972.99742764519,79063.80880809268,23713.062700093393,16827.537935998793,33113.935426259224,696269.5156997741,454995.84657871624,1102377.1052130384,7491567.392448993,6919793.020053608,11756111.857939504,40378.549369647684,32623.818421651515,75436.26648484745,19178.412524669424,16033.182723627317,31749.03869916874,586534.1546041896,456749.5648370326,1105839.2944450337,8453648.783751082,6637926.083851887,11248641.7422112,45564.039791247094,31274.974515148795,72526.14455892135,21641.340886402773,15535.579944360703,30323.429166881328,588750.3969428961,393470.9493881075,944436.873787921,1139759.10495839,949171.2303827814,1589320.8773620347,6143.149607845057,4508.376230427882,10173.552073785646,2917.783308693477,2293.1604937708703,4191.740409687619,27777.098537413225,28845.44143712958,58887.02680297184,2911106.829733377,1249239.9271945262,2083896.0396087097,15690.477664685583,5857.555236421562,13801.094397030882,7452.433484117444,3087.515706142347,5556.637136778102,27777.098537413225,27091.723178813223,55424.83757097661,1949025.438431288,1531106.8633962472,2591366.155337014,10504.987243086174,7206.39914292428,16711.216322956985,4989.505122384097,3585.1184854089597,6982.2466690655165,27777.098537413225,90370.3386277383,216827.25822808914
Guinea-Bissau,GNB,394005.3280272831,284753.1335632551,796697.2124597324,2758.037296190981,1838.7693872396985,6575.983390810686,2510.610766520678,1753.5455659471613,5308.46493536375,30534.2112805472,20135.04333825894,73072.03547629123,330577.0982620964,239272.86025400585,661334.2785409201,2314.0396878346746,1530.2693682140803,5485.717794231947,2106.4446671759556,1476.8851242587816,4420.0996385391945,28707.913107679728,18322.406759257014,67175.14996622608,234791.3177994793,221448.07665102795,614521.7981870635,1643.5392245963549,1420.566120875379,5102.406689076561,1496.095530749099,1369.4108187804006,4108.346519152312,22079.17347530084,18358.503703683396,67674.04795267417,288652.08134926006,208593.93224061013,584051.7716302039,2020.5645694448203,1347.0598142869244,4820.635883979608,1839.2975212859892,1284.521579879447,3891.8297858482624,22384.24228244474,14759.808119024461,53620.60535897758,63428.22976518663,45480.27330924922,135362.93391881225,443.99760835630644,308.5000190256184,1090.2655965787387,404.16609934472274,276.6604416883796,888.3652968245555,1826.2981728674736,1812.6365790019267,5896.885510065146,159214.01022780378,63305.05691222711,182175.41427266886,1114.4980715946263,418.20326636431946,1473.5767017341245,1014.5152357715792,384.1347471667606,1200.1184162114375,1826.2981728674736,1776.539634575545,5397.987523617053,105353.24667802302,76159.20132264496,212645.44082952852,737.4727267461609,491.70957295277424,1755.3475068310781,671.3132452346889,469.02398606771425,1416.6351495154875,1826.2981728674736,5375.235219234479,19451.43011731365
Kenya,KEN,5544392.664502172,4382963.113168016,7968029.670429207,49833.92533398951,30979.73320760418,81278.93352189928,19634.77374864457,14158.277794041998,29840.272228253285,431586.9958767572,268062.36803011235,713959.1137508897,4354822.456084196,3375118.3361247773,6143481.067786657,39141.870039027366,24065.137731900635,62959.4032409541,15422.059513962542,11099.395355451012,23053.535542593232,395563.7989877531,237070.47385043153,634179.2086353521,2527706.18216161,2980438.6433448936,5607539.939691243,22719.444449632203,21909.530071398374,57504.52241473985,8951.555561270787,9955.934848917168,21001.15522822716,268297.11420434125,236628.33017317264,638399.6557885597,3527783.1700294763,2788698.226446011,5070680.852626934,31708.303096086544,19712.117778951026,51722.4142558764,12493.203235998499,9007.937930393166,18989.754322111727,274699.60709828464,170610.7387982083,454513.71174072556,1189570.208417975,1007844.777043239,1824548.6026425497,10692.055294962143,6914.595475703543,18319.530280945175,4212.7142346820265,3058.8824385909866,6786.736685660051,36023.196889004146,30991.894179680792,79779.90511553768,3016686.4823405617,1402524.4698231225,2360489.730737964,27114.480884357312,9070.203136205802,23774.41110715943,10683.218187373783,4202.342945124831,8839.117000026123,36023.196889004146,31434.037856939674,75559.45796233005,2016609.4944726957,1594264.8867220054,2897348.817802273,18125.622237902968,11267.615428653153,29556.51926602288,7141.57051264607,5150.339863648833,10850.517906141555,36023.196889004146,97451.62923190402,259445.4020101641
Liberia,LBR,3669301.064435426,2972468.157955072,5098720.408712083,73543.80123447925,50234.30927068318,117553.01201658008,9393.410724954692,6782.511047953438,13795.447659877449,700213.0290559109,475705.01190032036,1142573.2092233566,3116997.2448484446,2518558.763848803,4274465.151290504,62473.97577849738,42545.52319416564,98457.00699617762,7979.512946812018,5691.258911864328,11636.448035081345,661841.1548060855,440124.19594443764,1053291.0652143562,2241298.0537987053,2365938.399237903,3992743.2421684363,44922.33689228745,39986.836794366856,93296.24084313886,5737.723017724686,5223.296863071989,11013.124244348071,512822.97825983836,440031.84215709055,1058115.7472989536,2703988.161215806,2190236.5370559865,3758412.387365495,54196.0347152484,37018.90125236403,86628.90107859437,6922.209692712463,4996.780281532461,10170.093081421868,516476.22663441516,350813.9004384595,842829.3781635405,552303.8195869818,453909.394106269,824255.2574215785,11069.825455981878,7688.786076517536,19096.005020402466,1413.8977781426743,1091.25213608911,2158.999624796106,38371.87424982541,35580.815955882696,89282.14400900045,1428003.0106367213,606529.7587171695,1105977.1665436465,28621.464342191808,10247.472476316321,24256.771173441215,3655.6877072300067,1559.2141848814488,2782.3234155293794,38371.87424982541,35673.1697432298,84457.4619244031,965312.9032196205,782231.6208990857,1340308.021346588,19347.766519230852,13215.408018319147,30924.110937985708,2471.2010322422293,1785.7307664209766,3625.3545784555827,38371.87424982541,124891.11146186086,299743.8310598162
Madagascar,MDG,8585218.223541595,7221863.830167652,10191360.187012643,6670.054158289921,4371.507792731204,9563.37911423088,21978.158652266484,15697.442769868034,28781.496286567577,237854.13725793982,158912.9370865935,342429.0477108526,7492506.076768518,6283839.669296176,8810165.257403322,5821.100875027772,3801.9231609435883,8270.138954574939,19180.815556527406,13629.412038610997,24926.804612624874,228154.88120925223,149521.72724590375,321810.3601090176,5786020.873745261,5959294.936190907,8366371.091250164,4495.29314037126,3633.322992585288,7848.893858584033,14812.213436787872,12922.714460434196,23652.363731577083,186445.87306765476,150463.90359647645,324124.81802750775,6699191.233815919,5635182.849649679,7952749.9976952905,5204.756266272299,3411.142816056158,7462.535833443164,17149.929558568754,12247.711577665106,22460.808732975172,185662.240429429,124044.20042845684,267294.9228442938,1092712.146773077,938024.1608714762,1381194.929609322,848.9532832621487,569.5846317876156,1293.2401596559416,2797.343095739077,2068.030731257035,3854.691673942702,9699.256048687568,9391.209840689771,20618.68760183499,2799197.3497963343,1262568.8939767452,1824989.0957624798,2174.7610179186613,738.1848001459159,1714.4852556468468,7165.945215478613,2774.728309433838,5129.132554990496,9699.256048687568,8449.033490117066,18304.229683344875,1886026.9897256768,1586680.980517973,2238610.1893173535,1465.2978920176215,960.3649766750457,2100.8432807877157,4828.229093697731,3449.731192202926,6320.687553592405,9699.256048687568,34868.736658136666,75134.12486655876
Malawi,MWI,9509853.649040915,7611087.52581363,13303236.764376516,95992.4627334189,62811.142396477575,158645.5101244204,24345.22534154475,17135.404467812812,37508.61463144059,824382.0772779267,529629.3847976717,1376270.8689852124,7497279.223385311,5899858.640597572,10443413.363576716,75677.53648085124,48794.62987805,124761.25067308728,19193.034811866397,13275.35458224618,29631.47152784989,758836.2673526696,468650.27505087655,1239424.4146817545,4300467.850344133,5262892.110615026,9549403.363684785,43408.92248137362,44035.97506814453,111851.35410898642,11009.19769688098,11864.072753790886,27217.795932483485,511274.70767964673,468196.24242092407,1239956.9465961799,5980103.365235465,4785346.7841958385,8369423.0883667525,60363.163368686706,39488.717481339474,99769.62160078483,15309.06461500279,10772.321501047423,23601.19386168702,518892.8080729295,333240.7507998612,866404.4889501738,2012574.425655605,1711228.8852160587,2859823.4007997997,20314.926252567653,14016.512518427575,33884.25945133311,5152.190529678351,3860.049885566633,7877.143103590703,65545.80992525713,60979.10974679515,136846.45430345772,5209385.798696783,2348195.4151986036,3753833.4006917323,52583.54025204527,18775.167328333042,46794.15601543399,13336.027644663769,5271.331714021928,10290.818698957108,65545.80992525713,61433.14237674764,136313.9223890325,3529750.283805452,2825740.7416177923,4933813.676009764,35629.299364732185,23322.424915138105,58875.88852363557,9036.160726541959,6363.082966765389,13907.420769753571,65545.80992525713,196388.63399781048,509866.3800350385
Mali,MLI,19111343.334293045,15934921.042374428,24589065.413054444,30615.73497675941,19611.0363173563,46908.93024092239,48925.0389357902,37003.23452482108,68608.07115385255,949659.7751650594,614091.5079702972,1435826.1414296182,15591782.411717113,12848118.576059047,19760437.147420824,24977.51569749023,15838.159967955684,37774.11113968624,39914.96297399582,29707.606008578707,55418.2761518305,892935.9639222912,559327.9807532224,1312664.551900175,10244972.013980437,11910464.899638424,18304465.82986423,16412.103667329397,14704.346704192962,34515.4191502305,26227.12835578992,27159.743057197233,50758.565423773085,657076.9441759344,563942.9215123465,1321798.9613644402,13245820.341813292,11044079.986915743,17046970.257729422,21219.36266024,13593.308994831545,32517.800517763935,33909.30007504203,25639.318242914618,47570.82617550015,659059.8262278617,426248.7388563001,996816.0111464269,3519560.9225759297,3086802.466315381,4828628.265633618,5638.219279269177,3772.876349400614,9134.81910123615,9010.075961794386,7295.628516242368,13189.795002022049,56723.81124276822,54763.527217074894,123161.58952944334,8866371.320312606,4024456.1427360047,6284599.583190214,14203.631309430011,4906.689613163335,12393.511090691898,22697.910580000287,9843.491467623844,17849.505730079465,56723.81124276822,50148.58645795074,114027.18006517825,5865522.992479751,4890841.055458685,7542095.155325021,9396.37231651941,6017.727322524753,14391.129723158458,15015.738860748175,11363.916281906459,21037.244978352395,56723.81124276822,187842.76911399723,439010.13028319133
Mauritania,MRT,288858.1017983144,198495.10464480278,413225.3881580876,1024.290828976822,612.2992660515496,1759.0013385765792,1722.6840025491813,1064.487152442804,2669.9262204548545,16454.085637670934,9703.201607400308,29490.367320855636,244916.14232513375,171168.07713134453,347221.2299290246,868.4726406849235,514.7986023014188,1492.2793107333414,1460.6241532534655,917.7903304333727,2239.431058265678,15605.791892169767,8974.463400830422,27370.01421311054,174195.67918005981,161955.08240880084,329388.83603660483,617.6978783724915,476.0276420015188,1418.488748558314,1038.8634002940387,869.9258076249354,2095.2490139671386,12047.153593509542,8994.837000803442,27560.473543069154,210343.40403566806,144530.5362068395,300921.6806367045,745.8777107104781,445.8565939880324,1280.9408870784318,1254.4402075555656,775.0796461316917,1944.4191249238334,11984.019424350334,7067.141074184681,21479.011061795816,43941.95947318068,27327.027513458263,66004.15822906302,155.81818829189857,97.5006637501308,266.7220278432379,262.0598492957159,146.6968220094314,430.4951621891764,848.2937455011685,728.7382065698861,2120.353107745096,114662.42261825463,36540.02223600196,83836.55212148279,406.59295060433067,136.2716240500308,340.5125900182652,683.8206022551426,194.5613448178687,574.6772064877157,848.2937455011685,708.3646065968662,1929.893777786479,78514.69776264638,53964.568437963295,112303.70752138313,278.413118266344,166.4426720635172,478.06045149814736,468.2437949936157,289.40750631111246,725.5070955310212,848.2937455011685,2636.060533215626,8011.356259059818
Mozambique,MOZ,25703803.600737244,21501543.65321997,31213259.872008733,128178.44260597645,85956.28188828444,189548.06950234677,65801.73721788736,49870.130544458116,90328.03502160788,2332112.520378804,1557104.629322883,3468948.6334728617,22068380.48484247,18302477.443161033,26542371.629123397,110049.49638278822,73526.82430579595,161309.85397320252,56495.05404119674,42323.177050269966,77465.59454794976,2222400.3111946597,1452302.251436303,3235449.4321738714,16388785.158751575,17192643.031997982,25037228.150910635,81726.77439040442,69299.84934983027,151994.75860916896,41955.29000640403,39726.322755807705,72814.69437126289,1765090.1045005906,1459971.223395931,3252085.8310322254,19453360.598357584,16270175.42698667,23624592.40311586,97009.04596385968,65058.48895510636,143452.24758806164,49800.60313179541,37736.45725971634,68380.9745863754,1766532.6690597257,1179574.3433172652,2627935.434260454,3635423.1158947702,3199066.210058938,4670888.242885335,18128.946223188235,12429.457582488498,28238.215529144258,9306.683176690616,7546.953494188148,12862.44047365812,109712.20918414398,104802.37788658016,233499.2012989908,9315018.441985669,4308900.6212219875,6176031.7210981,46451.668215572034,16656.432538454177,37553.3108931778,23846.447211483326,10143.807788650403,17513.340650345,109712.20918414398,97133.40592695172,216862.80244063644,6250443.002379661,5231368.226233301,7588667.4688928705,31169.396642116782,20897.79293317808,46095.82191428513,16001.134086091948,12133.673284741772,21947.06043523248,109712.20918414398,377530.2860056179,841013.1992124077
