country,ISO3,I_VE0,I_VE0_min,I_VE0_max,Ires_VE0,Ires_VE0_min,Ires_VE0_max,D_VE0,D_VE0_min,D_VE0_max,Ires2_VE0,Ires2_VE0_min,Ires2_VE0_max,I_VE1,I_VE1_min,I_VE1_max,Ires_VE1,Ires_VE1_min,Ires_VE1_max,D_VE1,D_VE1_min,D_VE1_max,Ires2_VE1,Ires2_VE1_min,Ires2_VE1_max,I_VE2,I_VE2_min,I_VE2_max,Ires_VE2,Ires_VE2_min,Ires_VE2_max,D_VE2,D_VE2_min,D_VE2_max,Ires2_VE2,Ires2_VE2_min,Ires2_VE2_max,I_VE3,I_VE3_min,I_VE3_max,Ires_VE3,Ires_VE3_min,Ires_VE3_max,D_VE3,D_VE3_min,D_VE3_max,Ires2_VE3,Ires2_VE3_min,Ires2_VE3_max,I_avd_VE1,I_avd_VE1_min,I_avd_VE1_max,Ires_avd_VE1,Ires_avd_VE1_min,Ires_avd_VE1_max,D_avd_VE1,D_avd_VE1_min,D_avd_VE1_max,Ires2_avd_VE1,Ires2_avd_VE1_min,Ires2_avd_VE1_max,I_avd_VE2,I_avd_VE2_min,I_avd_VE2_max,Ires_avd_VE2,Ires_avd_VE2_min,Ires_avd_VE2_max,D_avd_VE2,D_avd_VE2_min,D_avd_VE2_max,Ires2_avd_VE2,Ires2_avd_VE2_min,Ires2_avd_VE2_max,I_avd_VE3,I_avd_VE3_min,I_avd_VE3_max,Ires_avd_VE3,Ires_avd_VE3_min,Ires_avd_VE3_max,D_avd_VE3,D_avd_VE3_min,D_avd_VE3_max,Ires2_avd_VE3,Ires2_avd_VE3_min,Ires2_avd_VE3_max
Namibia,NAM,27910.420160631325,23255.72121990534,33014.44269937468,33.0703379123118,22.4774128119689,47.3706973754817,71.4506756112155,53.3728623852713,94.5344265295694,649.4908200645781,433.31361332947995,928.9492664342508,21832.253746146904,18052.204516301317,25414.926211617792,25.8684750934284,17.2519937914077,36.4428396718547,55.8905695901357,40.8787557739687,72.9691736319864,600.5893373512342,383.4198657345077,835.3133016222364,12460.677981319037,16442.424072934486,22973.907356522104,14.764336369252117,15.552432529446374,32.6565785759852,31.8993356321762,36.8954633085733,66.2922361211382,407.86388754663363,387.7981961658972,842.7452658573208,17528.56722876724,14605.205785077651,20734.156933458173,20.769147796336398,14.1164130868098,29.750290981977,44.8731321056435,33.5194332812948,59.3711227096601,407.9144849013931,272.1413014812078,583.4283277950891,6078.1664144844235,5203.516703604019,7599.516487756886,7.201862818883401,5.225419020561201,10.927857703626998,15.560106021079802,12.494106611302598,21.565252897583,48.9014827133438,49.89374759497228,93.63596481201449,15449.742179312288,6813.297146970851,10040.535342852576,18.306001543059683,6.924980282522526,14.714118799496498,39.5513399790393,16.477399076698,28.242190408431203,48.9014827133438,45.5154171635828,86.20400057693004,10381.852931864087,8650.515434827686,12280.285765916507,12.3011901159754,8.3609997251591,17.620406393504698,26.577543505572002,19.8534291039765,35.1633038199093,48.9014827133438,161.1723118482722,345.5209386391617
Niger,NER,24147894.34529598,18634426.542996425,36885007.57656264,98291.58914309274,63181.645779527535,197209.89055631906,61818.60952395771,44137.718184645564,102873.93357041196,1271596.545272709,851576.2105907109,2426060.8756090514,19412222.991072126,15072598.48551334,29279590.21053478,79015.51246285999,51282.27048305808,156421.4909893664,49695.29085714465,35454.103768598725,81600.43250743832,1182867.1931721268,757676.043519743,2188525.4306919416,12213976.391188258,13685854.177002076,26888585.0303653,49715.76950269269,47377.15964966852,141219.6625181209,31267.779561441945,32469.66459745643,74782.7252563845,843991.8332632822,761514.2699683718,2195981.235340216,16252571.963320127,12539741.50632288,24841015.51447449,66154.46891949825,42524.21891860104,132828.0556559927,41606.58422609953,29699.010211002937,69287.67049781382,856898.764933702,573836.5212495803,1636903.9744284423,4735671.354223852,3561828.0574830854,7605417.366027863,19276.076680232767,11899.375296469456,40788.39956695267,12123.31866681306,8683.614416046836,21273.501062973628,88729.35210058239,93900.16707096786,237535.4449171099,11933917.954107722,4948572.36599435,9996422.546197344,48575.81964040006,15804.48612985901,55990.228038198155,30550.829962515767,11668.053587189133,28091.208314027463,88729.35210058239,90061.94062233903,230079.64026883492,7895322.381975854,6094685.036673548,12043992.062088154,32137.120223594506,20657.42686092649,64381.83490032637,20212.02529785819,14438.707973642626,33586.26307259814,88729.35210058239,277739.6893411306,789156.9011806091
Nigeria,NGA,149636041.26277602,123981587.18334788,186781969.24497277,812096.1725104037,540462.649262331,1188695.355620732,383068.2656327066,280727.5041036719,527141.2029550343,18022996.924692314,12124197.742195293,26719085.93058323,130289012.31364882,107275932.78410973,161875386.5660593,707097.0825422126,466622.0115626869,1029635.9385854899,333539.871522941,242638.26801300814,454342.40943735535,17263825.122875564,11376373.734295813,25134309.51293463,99965908.11054522,101388334.70055795,153204456.14646688,542529.2641599413,442168.21123717155,974169.0420446878,255912.72476299576,229627.45165384648,431287.0284957925,14030672.373451488,11426361.79732483,25234505.340946294,116220575.32661822,96288323.92541116,145093832.03568178,630745.6652368855,419800.3325138528,923282.1693082785,297524.67283614265,217996.256818903,409511.54160708643,14008088.167044278,9424672.91329666,20770001.04288206,19347028.949127212,16705654.39923817,24906582.678913485,104999.08996819108,73840.63769964418,159059.41703524208,49528.3941097656,38089.23609066374,72798.79351767899,759171.8018167479,747824.0078994802,1584776.4176486006,49670133.15223081,22593252.482789937,33577513.098505884,269566.90835046227,98294.43802515947,214526.3135760441,127155.54086971084,51100.05244982541,95854.17445924187,759171.8018167479,697835.9448704638,1484580.5896369345,33415465.936157804,27693263.25793672,41688137.209290996,181350.50727351807,120662.3167484782,265413.1863124535,85543.59279656394,62731.24728476888,117629.66134794796,759171.8018167479,2699524.8288986334,5949084.887701171
Rwanda,RWA,5766679.703572722,4742665.143217247,6912743.42054667,35757.608111026166,24407.247729250517,50836.965800433165,14762.700041146169,10924.807320029977,19526.660939240573,337660.1352386382,223479.75950885616,483882.08361088147,4636561.17933316,3786050.96928395,5488944.48736926,28750.05135635962,19282.79945140126,40413.39819344327,11869.59661909289,8649.654620977923,15498.86917707041,313601.61156555207,200195.46568743713,436785.4233417036,2812693.4461510656,3471545.0588814,5023112.604814202,17440.744961370154,17446.891700106193,37048.73896766773,7200.495222146728,7933.977627000862,14154.79302346521,218970.10977613652,199988.07275381466,438516.73747434886,3741471.397677815,3076818.0751029067,4485967.823307554,23199.84373570983,15834.790493282777,32982.986087429694,9578.166778055205,7086.421920780469,12672.69085133165,219270.97119857394,145106.40493434976,314223.1387425383,1130118.5242395627,956614.1739332967,1423798.9331774102,7007.556754666543,5124.448277849258,10423.567606989895,2893.1034220532783,2275.1526990520547,4027.791762170164,24058.52367308611,23284.29382141904,47096.66026917787,2953986.2574216565,1271120.0843358466,1889630.8157324693,18316.863149656012,6960.356029144327,13788.226832765436,7562.20481899944,2990.829693029115,5371.867915775363,24058.52367308611,23491.686755041508,45365.34613653261,2025208.3058949073,1665847.06811434,2426775.597239116,12557.764375316336,8572.457235967742,17853.979713003468,5184.5332630909625,3838.3853992495083,6853.970087908923,24058.52367308611,78373.35457450642,169658.94486834318
Sao Tome and Principe,STP,3268.0052687851044,2742.0008979567892,3841.180286258367,0.0,0.0,0.0,8.3660934880895,6.188787697857707,10.8941416704992,12.724352478388726,8.629120115498951,18.258057660497563,2559.298504727074,2119.3098675813735,2956.9722573338063,0.0,0.0,0.0,6.551804172100808,4.791060669478257,8.4304989468552,11.905229230369784,7.782462942238506,16.583688272931965,1419.2905453360704,1911.1080823292477,2671.32023975061,0.0,0.0,0.0,3.633383796059935,4.336154312545818,7.612632189037149,8.023601150235585,7.897035573961308,16.7686907422095,2000.1147155301983,1678.1699790708303,2350.9154220138926,0.0,0.0,0.0,5.120293671756846,3.787685549844756,6.6676019607127,7.787971253363581,5.281461348693206,11.174901212184164,708.7067640580303,622.6910303754156,884.2080289245604,0.0,0.0,0.0,1.8142893159886924,1.3977270283794505,2.463642723644,0.8191232480189415,0.8466571732604453,1.6743693875656003,1848.7147234490342,830.8928156275414,1169.8600465077568,0.0,0.0,0.0,4.732709692029565,1.852633385311889,3.281509481462051,0.8191232480189415,0.7320845415376439,1.4893669182880607,1267.8905532549063,1063.8309188859587,1490.2648642444747,0.0,0.0,0.0,3.2457998163326547,2.4011021480129506,4.2265397097865,0.8191232480189415,3.347658766805745,7.0831564483134
Senegal,SEN,1714103.2610834287,1365394.9628376898,2159673.8877789527,364.28420609459295,237.4465925348507,529.7092601057342,7569.074085708769,5516.424046804895,10653.263173168958,21828.542809730938,14018.5442371341,31943.958078817082,1374570.7766296235,1091781.9177766708,1693040.0609092326,292.1261720071941,188.0860080688576,421.5795600483896,6069.779038739875,4379.661408816274,8437.46435092463,20458.821605914673,12717.164747478704,29048.784342275478,847825.6896120141,1001881.0503634596,1546167.24083889,180.1813900358016,170.2491345200675,384.2381653843491,3743.7974724955156,3991.7591337850627,7719.655339060497,14546.57169416967,12849.523088938515,29392.49847548259,1131774.8075335727,901479.8234699542,1426012.6355623638,240.52675040104322,156.7772862061108,349.74041187551063,4997.649535504528,3642.05461654839,7034.872388860768,14417.638284597915,9258.94488622484,21097.622716200567,339532.4844538052,273613.04506101896,466633.8268697202,72.1580340873988,49.36058446599311,108.12970005734458,1499.2950469688947,1136.7626379886206,2215.7988222443255,1369.721203816265,1301.3794896553964,2895.1737365416047,866277.5714714145,363513.91247423005,613506.6469400628,184.1028160587913,67.1974580147832,145.4710947213851,3825.2766132132538,1524.664913019832,2933.60783410846,1369.721203816265,1169.0211481955848,2551.4596033344915,582328.453549856,463915.1393677356,733661.2522165889,123.7574556935497,80.66930632873989,179.96884823022359,2571.424550204242,1874.3694302565045,3618.3907843081884,1369.721203816265,4759.5993509092605,10846.335362616515
Sierra Leone,SLE,5399004.604922024,4235557.926614766,7713493.04825061,8847.618796315966,6136.558736270869,14670.713142852568,33094.81744437789,23552.678177771486,51053.53126495827,822870.5286480647,570418.4609050892,1379218.286051087,4252175.191446929,3272974.348272054,5993259.669467624,6968.252094983655,4763.262632554995,11463.65491671858,26064.982714435228,18281.396665429907,39083.48139525644,773234.7302181738,509841.7845230907,1259465.7732699309,2448901.310722527,2956756.6724644518,5429671.225617035,4013.1370229465406,4327.4001294355,10261.714168652317,15011.274808651566,16353.20089730151,35507.22423120395,530659.3643870223,517472.90305897704,1273181.0779068216,3428480.3030906045,2688064.581471551,4904772.467850622,5618.422096689728,3897.0934234015654,9323.360050877543,21015.897937739894,14940.459374191218,32476.02452972873,524609.0738920181,363645.4446516561,880682.5317091676,1146829.4134750941,962583.578342712,1720233.3787829855,1879.3667013323106,1373.2961037158739,3207.058226133987,7029.834729942662,5271.28151234158,11970.049869701832,49635.798429890805,60576.67638199845,119752.51278115627,2950103.2941994965,1278801.2541503143,2283821.8226335747,4834.481773369425,1809.1586068353695,4408.998974200251,18083.542635726324,7199.477280469978,15546.307033754314,49635.798429890805,52945.557846112104,106037.20814426563,1970524.3018314189,1547493.3451432148,2808720.5803999887,3229.1966996262377,2239.465312869304,5347.353091975026,12078.919506637996,8612.21880358027,18577.50673522954,49635.798429890805,206773.0162534331,498535.75434191956
South Africa,ZAF,628.0500274082841,537.0933804314147,726.4602226968248,0.028478019818196757,0.018536885351415126,0.04073657438246216,7.6424793493741,5.573098459493332,10.0502320868627,0.8777150045129263,0.5644021042610002,1.2853264001752078,504.66979300121795,428.967560008562,577.9523511123086,0.02288352159785986,0.014650754910009067,0.03248590464230676,6.141116635534227,4.4359179103630355,7.9977719992341,0.8212475702499598,0.510370667378327,1.1661821067375426,310.2076494949838,393.7744335388957,530.0947226248163,0.014065917052068687,0.013326016146049622,0.029980366878267335,3.774787758654285,4.047862929826976,7.3192679868810115,0.5824141383042576,0.5145909035618237,1.1769535907416293,412.0017011570543,352.3339422492354,476.5590722270983,0.01868162104713032,0.012160220305872797,0.026723253528448863,5.013477200205396,3.6559588277958355,6.5929698861369,0.5757832412163499,0.3702490984305177,0.8431774958048804,123.3802344070661,108.12582042285271,148.5078715845161,0.0055944982203369005,0.003886130441406059,0.008250669740155394,1.5013627138398724,1.1371805491302964,2.0524600876286003,0.05646743426296659,0.054031436882673214,0.11914429343766526,317.8423779133003,143.31894689251902,196.3655000720084,0.014412102766128072,0.005210869205365504,0.01075620750419482,3.867691590719815,1.5252355296663562,2.7309640999816884,0.05646743426296659,0.049811200699176585,0.10837280943357853,216.0483262512298,184.75943818217928,249.90115046972642,0.009796398771066438,0.006376665045542329,0.014013320854013293,2.629002149168704,1.9171396316974962,3.4572622007258,0.05646743426296659,0.19415300583048253,0.4421489043703274
South Sudan,SSD,7399176.235449225,5801412.967467971,10854094.469108934,46503.06539103614,30668.619435517903,81629.29198486838,25203.73786719919,18718.11673359453,39185.6528832964,656043.239097526,419770.1888813086,1104790.126501542,6550658.493779249,5124684.909971254,9538555.769274497,41170.218223903146,27113.36448310507,71184.39834422553,22313.44061569447,16515.10776941803,34269.29932162569,630099.6172583031,396357.14022770966,1037781.7495417921,5235768.8623243235,4891128.65470949,9152767.316184165,32906.27145904664,25788.474312136786,67793.5327177758,17834.545595365762,15835.768475047651,32852.97313078045,526337.3068010008,397291.7981016735,1043764.4550588932,5954838.0571767315,4668716.521035387,8737309.277758317,37425.54775749408,24683.579862640898,65717.96940797998,20283.90359397785,15061.683173900221,31549.03502219946,528391.9811055191,338116.0116978637,890414.5529507314,848517.7416699759,676728.0574967163,1315538.6998344355,5332.847167133,3555.254952412836,10444.893640642851,2890.297251504717,2203.0089641764957,4916.3535616707195,25943.621839222804,23413.048653598915,67008.37695974993,2163407.3731249007,910284.3127584808,1701327.1529247686,13596.793931989503,4880.145123381117,13835.759267092575,7369.192271833427,2882.348258546878,6332.679752515962,25943.621839222804,22478.390779635094,61025.671442648774,1444338.178272493,1132696.446432583,2116785.1913506165,9077.517633542066,5985.039572877007,15911.3225768884,4919.834273221336,3656.4335596943065,7636.617861096947,25943.621839222804,81654.17718344492,214375.57355081057
Togo,TGO,4025198.1443984183,3289801.2228259854,5145322.771948361,19820.74652937517,12547.452507113849,30805.254314817994,10304.507249659953,7376.523736323536,14657.239149391877,349430.8026961247,227396.11575767907,534166.4597538823,3252029.31951127,2629204.484896115,4142031.947007412,16013.534374160045,10163.32818392598,24388.342820105492,8325.195057948853,5877.644728929252,11818.128771786698,326791.9146727413,205755.04947202373,483801.3364486868,2043780.001211783,2406470.492375432,3813282.7091382537,10063.913355966999,9404.616800256956,22198.015094882845,5232.076803102164,5366.478002148977,10873.567993704062,233845.3939575429,207768.43676748034,486957.9019065114,2691929.910353734,2199811.3597359476,3442242.0660220254,13255.511533566816,8390.902136336646,20600.78178298309,6891.340570505559,4931.945928884788,9805.84495801042,233899.21086827625,152185.1268192092,357562.508993906,773168.8248871485,660596.7379298704,1003290.8249409489,3807.212155215124,2384.1243231878684,6416.9114947125,1979.3121917110998,1498.8790073942837,2839.1103776051796,22638.888023383366,21641.06628565535,50365.123305195535,1981418.1431866358,883330.7304505534,1332040.0628101076,9756.833173408171,3142.835706856892,8607.239219935149,5072.430446557788,2010.0457341745594,3783.6711556878145,22638.888023383366,19627.678990198718,47208.55784737086,1333268.234044684,1089989.8630900376,1703080.7059263359,6565.234995808352,4156.5503707772,10204.472531834901,3413.166679154393,2444.577807438748,4851.394191381456,22638.888023383366,75210.98893846988,176603.9507599763
Uganda,UGA,30663023.996248733,25686528.526288103,41832006.19444626,436393.2372266122,301222.7986842971,696043.826066858,78497.34143039676,59623.258674190096,117002.18644211329,6100134.120061126,4163460.576198283,9777225.057156691,24104128.096735,19904801.48018015,32704207.061323017,343047.65544148517,234050.14892221522,541541.3963740893,61706.567927641605,46587.504656489786,91538.7312213298,5643056.304161488,3673377.7413073443,8756270.512027651,14003214.264693543,17955112.505043413,29582308.868365876,199292.41177566472,212823.5661466543,490720.46576986305,35848.22851761548,41526.8996377184,82537.64879931544,3858074.0717919497,3689696.888301536,8807888.037101597,19533344.506676752,16360555.18915578,26656472.934584428,277996.698700499,191907.917363483,443490.94921707583,50005.36193709249,37972.51311440348,74584.1244308725,3890917.9241017215,2655883.3621502053,6238746.150301263,6558895.899513731,5781727.046107952,9127799.133123238,93345.58178512704,67172.64976208187,154502.42969276867,16790.773502755157,13035.754017700314,25463.4552207835,457077.8158996374,490082.8348909391,1020954.5451290412,16659809.73155519,7731416.021244692,12249697.326080378,237100.8254509475,88399.23253764278,205323.3602969949,42649.11291278128,18096.3590364717,34464.537642797855,457077.8158996374,473763.6878967472,969337.0200550955,11129679.489571981,9325973.337132324,15175533.259861829,158396.53852611317,109314.88132081408,252552.87684978213,28491.979493304265,21650.745559786617,42418.0620112408,457077.8158996374,1507577.2140480778,3538478.906855429
United Republic of Tanzania,TZA,17399705.925623197,14009305.552263182,23798197.511353545,126380.23822700034,80337.98043069197,196732.47081423545,59901.40855106768,41861.78071000608,85977.21223824706,1740624.115933741,1103092.5220390637,2761237.5439047758,14051748.62937354,11168321.751322862,18836083.066590637,102062.83639949208,64241.83477161724,157278.41230661023,48375.50353454391,33462.41676102322,67829.28504837563,1621069.0625586077,993886.4511099433,2495920.150793276,8943087.275530608,10240127.465449808,17082357.204354312,64956.81623572799,58821.2351097194,144741.08636648994,30788.079229001483,30377.7088122543,62480.61278900357,1165974.9028416239,999547.8868259799,2510277.6746041803,11771257.011782575,9477212.753011301,16101828.18881716,85498.81657422593,54345.57077456404,133112.252731949,40524.528313092924,28315.14982205112,58176.82416674233,1178284.1387319765,746591.1206401207,1869635.6519641734,3347957.296249658,2840983.8009403204,4962114.444762907,24317.40182750826,16096.145659074722,39454.0585076252,11525.90501652377,8399.363948982858,18147.927189871414,119555.05337513317,109206.0709291206,265317.3931114997,8456618.65009259,3769178.086813374,6715840.306999231,61423.42199127235,21516.74532097257,51991.384447745506,29113.329322066194,11484.071897751779,23496.599449243484,119555.05337513317,103544.63521308392,250959.86930059548,5628448.913840623,4532092.7992518805,7696369.322536384,40881.421652774414,25992.409656127926,63620.21808228643,19376.880237974754,13546.630887954958,27800.388071504723,119555.05337513317,356501.40139894316,891601.8919406021
Zambia,ZMB,7942272.017694358,6380129.127844556,10522160.800046349,0.0,0.0,0.0,20332.216365297558,13909.499151005446,29430.143010168813,725211.7640476358,450160.73312253726,1153602.3287128943,6219922.795463972,5004636.686331605,8067586.923034008,0.0,0.0,0.0,15923.002356387771,10956.179607905942,22639.022033186407,676874.5454324223,405631.870442644,1032074.7258678938,3595671.5781112863,4584046.836336166,7256667.718128183,0.0,0.0,0.0,9204.919239964893,10074.3533108769,20626.035378210578,465024.33859723236,410329.1546703365,1045129.2867842987,5056454.039657164,4060973.3490998084,6700733.81493242,0.0,0.0,0.0,12944.522341522343,8853.437673943472,18742.546360939697,462110.55458929646,286854.79720516945,735295.9454163406,1722349.222230386,1375492.4415129516,2454573.8770123413,0.0,0.0,0.0,4409.214008909786,2953.319543099504,6791.120976982407,48337.21861521354,44528.86267989327,121527.60284500044,4346600.4395830715,1796082.2915083906,3265493.0819181665,0.0,0.0,0.0,11127.297125332663,3835.1458401285445,8804.107631958235,48337.21861521354,39831.57845220074,108473.0419285956,2885817.9780371934,2319155.778744748,3821426.985113929,0.0,0.0,0.0,7387.694023775214,5056.061477061973,10687.596649229115,48337.21861521354,163305.93591736784,418306.3832965537
Zimbabwe,ZWE,1650686.8454365972,1308781.2659294533,2063492.5234587258,396.1648429047827,242.9960179022118,581.109286831771,4225.758324317689,2932.954548045781,5912.008122797277,4486.331245363786,2684.04251194568,6599.555646461935,1302427.5882653706,1020934.8823190616,1609185.2337188981,312.5826211836885,188.3345630808876,451.9069039773119,3334.214625959349,2299.003814528807,4592.023662776813,4125.184554750998,2356.046758849071,5879.642976419398,786203.6525032981,921912.6980164271,1470358.8302156178,188.688876600791,169.8032224526451,412.6618251435606,2012.6813504084432,2082.98081967364,4170.4197971746535,2868.4433198374163,2369.1838060521513,5932.2748023097465,1083277.782591285,858870.9696762819,1354267.9421647615,259.986667821908,159.4633370594939,381.35698945844206,2773.1911234336894,1924.6056303057837,3880.344505397714,2945.1209991848914,1761.825731619335,4332.517793336263,348259.25717122655,287846.38361039176,454307.2897398275,83.5822217210942,54.66145482132421,129.2023828544591,891.54369835834,633.9507335169735,1319.984460020464,361.14669061278863,327.9957530966093,719.9126700425362,864483.1929332991,386868.56791302614,593133.693243108,207.4759663039917,73.19279544956672,168.4474616882104,2213.0769739092457,849.9737283721408,1741.5883256226236,361.14669061278863,314.8587058935289,667.2808441521879,567409.0628453123,449910.29625317134,709224.5812939644,136.1781750828747,83.53268084271791,199.75229737332893,1452.5672008839992,1008.348917739997,2031.6636173995628,361.14669061278863,922.2167803263449,2267.037853125672
