,total,I_VE0,I_VE0_min,I_VE0_max,Ires_VE0,Ires_VE0_min,Ires_VE0_max,D_VE0,D_VE0_min,D_VE0_max,Ires2_VE0,Ires2_VE0_min,Ires2_VE0_max,I_VE1,I_VE1_min,I_VE1_max,Ires_VE1,Ires_VE1_min,Ires_VE1_max,D_VE1,D_VE1_min,D_VE1_max,Ires2_VE1,Ires2_VE1_min,Ires2_VE1_max,I_VE2,I_VE2_min,I_VE2_max,Ires_VE2,Ires_VE2_min,Ires_VE2_max,D_VE2,D_VE2_min,D_VE2_max,Ires2_VE2,Ires2_VE2_min,Ires2_VE2_max,I_VE3,I_VE3_min,I_VE3_max,Ires_VE3,Ires_VE3_min,Ires_VE3_max,D_VE3,D_VE3_min,D_VE3_max,Ires2_VE3,Ires2_VE3_min,Ires2_VE3_max,I_avd_VE1,I_avd_VE1_min,I_avd_VE1_max,Ires_avd_VE1,Ires_avd_VE1_min,Ires_avd_VE1_max,D_avd_VE1,D_avd_VE1_min,D_avd_VE1_max,Ires2_avd_VE1,Ires2_avd_VE1_min,Ires2_avd_VE1_max,I_avd_VE2,I_avd_VE2_min,I_avd_VE2_max,Ires_avd_VE2,Ires_avd_VE2_min,Ires_avd_VE2_max,D_avd_VE2,D_avd_VE2_min,D_avd_VE2_max,Ires2_avd_VE2,Ires2_avd_VE2_min,Ires2_avd_VE2_max,I_avd_VE3,I_avd_VE3_min,I_avd_VE3_max,Ires_avd_VE3,Ires_avd_VE3_min,Ires_avd_VE3_max,D_avd_VE3,D_avd_VE3_min,D_avd_VE3_max,Ires2_avd_VE3,Ires2_avd_VE3_min,Ires2_avd_VE3_max
0,total,1409.0601149074928,1143.5917709680696,1808.7421601632996,3.813822620462253,2.6001925310699487,5.887778060081463,3.8455200266706413,2.789131059945563,5.475230094077478,135.78441559345242,91.22010300364819,210.9855043605339,1173.3330144989127,955.828697114501,1502.8066496696595,3.1763373269829516,2.1682571774710553,4.887917850958697,3.1956732799287653,2.3254173004940424,4.535060540091898,125.3445727896286,83.88116813077038,195.20889333573606,1095.196364621983,893.7520401340335,1402.1439004823883,2.9653120980332592,2.031110027818535,4.543173731394289,2.980248914302003,2.1660995528593725,4.230345768670039,126.43732839970251,84.65422853822683,196.91677657067365,1024.3438895118998,831.8936534634986,1312.2722884403715,2.7714845789418363,1.8911921833079506,4.267870488326578,2.7855800888020332,2.021248371231516,3.9603193914568133,98.15341513376079,65.97957653376808,152.12964681041888,235.72710040858007,187.76307385356876,305.9355104936401,0.6374852934793013,0.4319353535988932,0.9998602091227669,0.649846746741876,0.46371375945152127,0.9401695539855801,10.439842803823831,7.338934872877816,15.776611024797838,313.8637502855098,249.83973083403626,406.59825968091144,0.8485105224289939,0.5690825032514141,1.3446043286871743,0.8652711123686379,0.6230315070861913,1.2448843254074393,10.439842803823831,6.565874465421363,14.068727789860237,384.71622539559326,311.6981175045712,496.46987172292825,1.0423380415204173,0.7090003477619983,1.6199075717548854,1.0599399378686079,0.7678826887140473,1.5149107026206652,10.439842803823831,25.24052646988011,58.855857550115026
