country,year,I_VE0,I_VE0_min,I_VE0_max,Ires_VE0,Ires_VE0_min,Ires_VE0_max,D_VE0,D_VE0_min,D_VE0_max,Ires2_VE0,Ires2_VE0_min,Ires2_VE0_max,I_VE1,I_VE1_min,I_VE1_max,Ires_VE1,Ires_VE1_min,Ires_VE1_max,D_VE1,D_VE1_min,D_VE1_max,Ires2_VE1,Ires2_VE1_min,Ires2_VE1_max,I_VE2,I_VE2_min,I_VE2_max,Ires_VE2,Ires_VE2_min,Ires_VE2_max,D_VE2,D_VE2_min,D_VE2_max,Ires2_VE2,Ires2_VE2_min,Ires2_VE2_max,I_VE3,I_VE3_min,I_VE3_max,Ires_VE3,Ires_VE3_min,Ires_VE3_max,D_VE3,D_VE3_min,D_VE3_max,Ires2_VE3,Ires2_VE3_min,Ires2_VE3_max
Benin,2021,205.1591237510244,137.29896538214084,290.8090390910764,0.4009151209967911,0.22195557515991307,0.6917025158804593,0.5252073568026225,0.31800695472459534,0.7880251604932946,0.4009151209967911,0.22195557515991307,0.6917025158804593,147.71456910073758,98.8552550751414,209.382508145575,0.2886588871176896,0.15980801411513743,0.4980258114339307,0.3781492968978882,0.22896500740170866,0.5673781155551721,0.2886588871176896,0.15980801411513743,0.4980258114339307,90.27001445045073,60.411544768141965,127.95597720007362,0.1764026532385881,0.09766045307036175,0.30434910698740214,0.2310912369931539,0.13992306007882196,0.34673107061704966,0.1764026532385881,0.09766045307036175,0.30434910698740214,147.71456910073758,98.8552550751414,209.382508145575,0.2886588871176896,0.15980801411513743,0.4980258114339307,0.3781492968978882,0.22896500740170866,0.5673781155551721,0.2886588871176896,0.15980801411513743,0.4980258114339307
Benin,2022,413.7374593868988,303.6250390279009,566.5433786244687,0.8085119518852264,0.4741806733694126,1.3201689106960601,1.059167896030461,0.7477988470240782,1.501411117060457,3.9511790503768216,2.42258468746706,6.518170211035598,297.8909707585671,218.61002810008864,407.9112326096175,0.5821286053573631,0.341410084825977,0.9505216157011631,0.7626008851419319,0.5384151698573363,1.081016004283529,2.8448489162713115,1.7442609749762834,4.693082551945631,210.7667594553789,153.89191999656782,288.45008471363855,0.4118733757690505,0.24342599410339397,0.6681654923077536,0.53956290420577,0.38113022794718093,0.7687806272603259,2.235201422280966,1.3737660392219402,3.6937445164403293,297.8909707585671,218.61002810008864,407.9112326096175,0.5821286053573631,0.341410084825977,0.9505216157011631,0.7626008851419319,0.5384151698573363,1.081016004283529,2.8448489162713115,1.7442609749762834,4.693082551945631
Benin,2023,626.1172801292846,497.29280013756545,808.3112493055531,1.2235375182526362,0.7510328512097332,1.8733958993019377,1.6028602371309688,1.1150740434640158,2.2817041234823328,10.705580807143454,6.90917643274531,15.89394810044725,450.7817093974922,358.0366351613287,581.951005266804,0.8809025904475942,0.5407216996373689,1.3487786296450206,1.1540011760575803,0.8028205662515775,1.6427216239661981,7.707276403184832,4.974152014390123,11.442400507267603,362.09166030500916,288.2468300763107,471.51925107900735,0.7075874528460345,0.44097654444977696,1.061322182062012,0.9269546503808236,0.6209082496941463,1.3244489311027359,7.0878256218718905,4.541725576554144,10.554961453331222,450.7817093974922,358.0366351613287,581.951005266804,0.8809025904475942,0.5407216996373689,1.3487786296450206,1.1540011760575803,0.8028205662515775,1.6427216239661981,7.707276403184832,4.974152014390123,11.442400507267603
Benin,2024,842.3503165327098,687.2922469116203,1069.950489135825,1.646092910224327,1.0623106907531725,2.4586598537870987,2.1564168103237367,1.581802841921749,3.0001631956593755,20.721235296001847,13.609485605834346,30.65537896084567,606.4236821428757,494.7959085284549,770.2695284427691,1.1850529455208625,0.7647897691396004,1.7700355655680617,1.552444626285762,1.1387972702283429,2.1598017269266148,14.916356259742921,9.797011477027695,22.066682497468154,544.8103547582472,436.8684257399971,696.5786373241623,1.0646502349234015,0.6984331664137542,1.5630878287962915,1.3947145081811123,1.0087560896532537,1.9440113436055615,15.663174795511502,10.27858678888377,23.354554896952838,606.4236821428757,494.7959085284549,770.2695284427691,1.1850529455208625,0.7647897691396004,1.7700355655680617,1.552444626285762,1.1387972702283429,2.1598017269266148,14.916356259742921,9.797011477027695,22.066682497468154
Benin,2025,1064.0369327232193,877.7685008659319,1340.3650788321606,2.079305506029945,1.3629573736565088,3.021907848632818,2.723934547771442,2.0540765080183556,3.802322084871438,34.156714128822514,21.743720978005086,50.305713650681774,823.8595303666704,677.3919135909674,1041.7671027866406,1.609958832258192,1.060085268453079,2.3208303984212355,2.1090803977386763,1.5744017373492287,2.9469188180832395,28.25048180739201,17.864030091032234,41.805218905693174,761.0687597268904,623.6047403436781,967.9644359656947,1.4872552012996227,0.9768963150147244,2.156002337504092,1.94833602490084,1.4653743867486015,2.726951291145018,29.008009175302785,18.352809257619455,42.78929973685563,765.968222188227,631.902855101099,964.8379651205272,1.4968295675261512,0.9811774828284694,2.175396214818993,1.9608786488018608,1.4787233863284235,2.7370339327973348,24.585506373659953,15.651313246838216,36.20616123830285
Benin,2026,1290.1932761298426,1058.879506894497,1623.89247629741,2.5212526937703856,1.639838181789674,3.6691956602743145,3.302894786892398,2.4778965271462314,4.488705876901761,50.99631608836632,34.296095241043254,74.25949802008252,1045.4537425630763,854.7029428862079,1321.918134346758,2.042990855258666,1.331233668747034,2.9547519665176676,2.676361580961476,2.0001005214754954,3.6701527243556624,44.980476164278,30.123650538320575,66.41341524391702,981.3859546551088,795.935384463326,1243.5864370900267,1.9177917197218468,1.2689448823062617,2.7330792007125138,2.512348043917078,1.8960826883088566,3.4529595947791423,45.752071702721274,30.786085777915186,67.31431203730779,928.706895108478,762.2414444397135,1168.8968701822378,1.8148480575244732,1.180432889043911,2.6411785178820164,2.377489651477704,1.7837302693329795,3.230851858812869,36.70270074435955,24.685100259757583,53.44187332811767
Benin,2027,1519.4329956921856,1247.7049343177714,1872.8588110381595,2.9692253124151287,1.950568469531831,4.264435168797164,3.889748468971996,2.967128005343314,5.3205507868765265,71.30471754412837,46.769854068190696,105.52611086073743,1270.3389219400833,1032.4678149171755,1576.9005299552834,2.482453976624565,1.6364287929002135,3.561076414351627,3.2520676401666138,2.4619021623631543,4.487416837317218,65.1764081428072,42.74425671510102,97.8095534628403,1205.3084785049891,970.6601159228812,1512.1667823068544,2.355373651745152,1.5697195348977124,3.3864285347137453,3.085589704972772,2.3490053858686633,4.266939772342887,65.96177613640246,43.251011004001654,98.83820276919907,1093.6409413045426,898.0736824973034,1347.9892861844214,2.1371566727992817,1.4040176096099166,3.069457393848528,2.7997208097396302,2.1357716951701367,3.8292402900623452,51.313739781841704,33.659620714963296,75.93380350972406
Benin,2028,1752.4790410675946,1422.890599680457,2147.0480016704932,3.424636126086237,2.299855849389141,4.9407249808626235,4.486346345133043,3.430114151957708,6.059068814282283,95.12928381903316,62.22943342818296,136.18927001554127,1499.0500634088096,1203.905431290972,1845.4371780057288,2.9293936655780306,1.9596455727107025,4.201131328838349,3.837568162326552,2.9321976724706347,5.227873550004586,88.88935779876962,58.130818462211806,128.06709104909865,1433.0499130478963,1141.155510175497,1785.8040438179003,2.800418371747748,1.8590333855599213,3.9702442076466147,3.6686077774026162,2.8176573884692977,5.014874098206215,89.69152432550449,58.64851214449893,129.28576349946164,1261.2904090159175,1024.1056891784947,1545.145984450871,2.4647716742852577,1.6553381188530636,3.5559842264345445,3.2289034470807496,2.4688666966837625,4.360335035924401,68.45195683760696,44.781678784511755,97.99069523250934
Benin,2029,1989.3309342239668,1641.3264110443117,2427.2699056624638,3.887484200629312,2.550699385197877,5.562016555592929,5.092687191613356,3.9425352833886143,6.880351452561927,122.5269849721736,76.77195783844496,174.8029330925434,1731.5893894189544,1418.5856457357477,2115.599115734112,3.3838142651561864,2.2046856059288427,4.809832782731712,4.432868836912523,3.4283895423654935,6.0183252138328385,116.17678130283369,72.60054537797313,166.48091008032637,1664.5996314617691,1354.8927101366867,2025.107731581771,3.2529051131481874,2.102540694518651,4.5753911272422485,4.261375056542128,3.312198551249811,5.791195628076722,116.99790991875506,73.13060939176557,167.4285385653213,1431.6546326196426,1181.2313327941383,1746.697467557117,2.7976917612442014,1.8357947220183921,4.002896036842277,3.6650358595062853,2.8375002940048315,4.950983735605011,88.15759159937407,55.24290116109025,125.77196821579551
Benin,2030,2229.9835217373256,1853.2027329200514,2708.2963678625074,4.357759465394998,2.8789728569892925,6.192776186508909,5.708757815647553,4.414495990501647,7.661103262435637,153.55503750090432,98.48711989377136,218.21038961921013,1968.1173723877505,1626.911928728613,2394.2579490742346,3.8460293652077056,2.5274218481046224,5.428530944145074,5.038380473312642,3.9182277945546393,6.802140012110818,147.10658147994374,94.2512917101691,210.67512043028518,1899.9459300157337,1562.1000581579917,2313.0856620247905,3.712811004905724,2.423493499750405,5.190019514599037,4.863861580840278,3.78480228706337,6.582125260745341,147.93735506057317,94.78749178485688,211.44592501877514,1604.7294988582846,1333.6214321826214,1948.786993571467,3.1359088956855463,2.0719229230116625,4.456559164118972,4.108107517077209,3.1769908958393027,5.51223550382846,110.47104913916358,70.8617535057375,156.98604702182493
Botswana,2021,0.023670131731847337,0.01634727557001202,0.03768692154398009,3.61247890748605e-05,2.04951853664281e-05,6.868784018044558e-05,6.0595537233529187e-05,3.7604004614543e-05,0.00010390973588912691,3.61247890748605e-05,2.04951853664281e-05,6.868784018044558e-05,0.017042494846930083,0.011770038410408657,0.027134583511665665,2.6009848133899562e-05,1.475653346382823e-05,4.945524492992083e-05,4.3628786808141016e-05,2.707488332247096e-05,7.481500984017137e-05,2.6009848133899562e-05,1.475653346382823e-05,4.945524492992083e-05,0.01041485796201283,0.00719280125080529,0.016582245479351238,1.5894907192938627e-05,9.017881561228366e-06,3.022264967939606e-05,2.6662036382752845e-05,1.654576203039892e-05,4.572028379121584e-05,1.5894907192938627e-05,9.017881561228366e-06,3.022264967939606e-05,0.017042494846930083,0.011770038410408657,0.027134583511665665,2.6009848133899562e-05,1.475653346382823e-05,4.945524492992083e-05,4.3628786808141016e-05,2.707488332247096e-05,7.481500984017137e-05,2.6009848133899562e-05,1.475653346382823e-05,4.945524492992083e-05
Botswana,2022,0.04737866224740957,0.03455939784472943,0.06984032221398737,7.230818145527698e-05,4.703173852542768e-05,0.00012229698941956438,0.00012128937535336853,8.265377327921344e-05,0.00020714997998920917,0.00032556390555883046,0.0001712767845808594,0.0005651929184167735,0.034112636818134895,0.024882766448205192,0.05028503199407091,5.206189064779943e-05,3.386285173830793e-05,8.805383238208636e-05,8.732835025442533e-05,5.951071676103368e-05,0.0001491479855922306,0.000234406012002358,0.00012331928489821875,0.000406938901260077,0.02416042983131884,0.017751799670666462,0.035720577072170766,3.687307031080234e-05,2.31751158132334e-05,6.207569182703539e-05,6.185070036817623e-05,4.1814095957443485e-05,0.00010594906482578093,0.0001837614507806968,9.523727238521299e-05,0.00032150606905866525,0.034112636818134895,0.024882766448205192,0.05028503199407091,5.206189064779943e-05,3.386285173830793e-05,8.805383238208636e-05,8.732835025442533e-05,5.951071676103368e-05,0.0001491479855922306,0.000234406012002358,0.00012331928489821875,0.000406938901260077
Botswana,2023,0.07095684088055512,0.055472651724507036,0.10216228391539905,0.00010829263390958067,7.215101789120918e-05,0.00018603978259628274,0.00018164951265422108,0.0001303875059531105,0.00028906020257731983,0.0008684708222114437,0.0005816800658800558,0.001495129059515944,0.051088922041855514,0.039940307000401486,0.07355683783677602,7.797069123788875e-05,5.194872983535105e-05,0.00013394862941673813,0.0001307876404271501,9.387900008657943e-05,0.00020812332702949436,0.0006252989142274299,0.0004188096016743136,0.001076492748840496,0.04116783436025187,0.032386768620476535,0.059734356753753395,6.282936444041608e-05,4.192163891607261e-05,0.00010768443284697649,0.0001053896559622448,7.499164710010519e-05,0.00016505650848372714,0.0005746443890903178,0.00038488596449562455,0.0010014606461069314,0.051088922041855514,0.039940307000401486,0.07355683783677602,7.797069123788875e-05,5.194872983535105e-05,0.00013394862941673813,0.0001307876404271501,9.387900008657943e-05,0.00020812332702949436,0.0006252989142274299,0.0004188096016743136,0.001076492748840496
Botswana,2024,0.09442852669245733,0.07738054156173643,0.13720525026939404,0.00014411455956644256,9.89455980470723e-05,0.00024334268063113816,0.00024173702833269083,0.00016985971615313407,0.00038513283402221137,0.001663487138551675,0.0011034106938998729,0.0027865677446274766,0.06798852903663967,0.055713983530544464,0.09878775890308877,0.00010376246734842111,7.124082241807914e-05,0.000175206694873959,0.00017405063433379751,0.0001222989826657387,0.0002772955762871982,0.0011977104337490805,0.000794455540457984,0.0020063282673230963,0.06142932195726775,0.049197442425293614,0.08997880761494374,9.375196234046486e-05,6.359502251723683e-05,0.00015715764623441738,0.00015725906421060545,0.00010668807280987001,0.000248014593820977,0.0012587495534101456,0.0008232854737451221,0.0021077638364545154,0.06798852903663967,0.055713983530544464,0.09878775890308877,0.00010376246734842111,7.124082241807914e-05,0.000175206694873959,0.00017405063433379751,0.0001222989826657387,0.0002772955762871982,0.0011977104337490805,0.000794455540457984,0.0020063282673230963
Botswana,2025,0.12354285118081597,0.1020863698636403,0.17575645338315948,0.00018854814545071167,0.0001314863562379486,0.00030266222838116737,0.00031626969902288893,0.00023080238777315446,0.0004916985804715522,0.0029625001053179443,0.002038639213450084,0.004824370929215928,0.09717647625813272,0.07946144823566259,0.13860494418996544,0.0001483084144876137,0.00010254582470765841,0.00023471933506476092,0.00024877177922081966,0.00018338054810474716,0.0003841546357668177,0.002497590839688907,0.0017034622655084629,0.00409973668425973,0.09065561288052412,0.07288900989760996,0.1293965752365106,0.00013835642872045604,9.613122152655196e-05,0.00021974942156088994,0.0002320783689741417,0.00016784672967584883,0.0003550395142913727,0.0025590204123988355,0.0017291902013885862,0.004215006305778096,0.08895083004585272,0.07350217017139682,0.12654460072895626,0.00013575462992108196,9.467015449243433e-05,0.000217916735101728,0.00022771412491738306,0.0001661776860041065,0.00035402284342518316,0.0021329992100664187,0.00146781967644752,0.0034735457358670064
Botswana,2026,0.15256788893460374,0.12555145324166564,0.20771575440421824,0.00023284546405560538,0.00016539482630341246,0.00036893831805787965,0.00039057379567258567,0.0002855859502194989,0.0005742169270440616,0.004573277752550229,0.0031192701460741753,0.007509480826197358,0.12631347348569838,0.10310379451257554,0.17215201011636272,0.0001927766029643349,0.0001347421108298823,0.00030320503444367704,0.00032336249212338783,0.00023574761422978196,0.0004671248545120922,0.004110542031780911,0.002756894014403362,0.00678825808813625,0.1198109813110167,0.09795899821714653,0.1629711570071549,0.0001828526548878121,0.0001277481494622597,0.00029158221826604226,0.00030671611215620285,0.00022297881780106044,0.00044038704425320644,0.004171510553371437,0.00280689499960641,0.0069026911658101,0.10984884042061974,0.0903970130641297,0.14955527804930535,0.0001676486736646985,0.00011908423657048868,0.0002656354696019864,0.00028121303147678656,0.00020562182709238193,0.00041343597990759097,0.003292758190176727,0.0022458733989920376,0.005406823362439522
Botswana,2027,0.1817094946946784,0.1520556057640792,0.24432416877855,0.0002773206859644475,0.00019019926575223567,0.0004337675613295673,0.00046517630641837665,0.00034410613512230045,0.0006864119483396802,0.0064934375577292095,0.004356793270721526,0.010147767376897264,0.15548909991114804,0.12823951002050787,0.21068222458398095,0.00023730374639920743,0.00016101607839692425,0.0003706664173347078,0.000398052095772539,0.000288673509613893,0.0005901309296614297,0.006032392426976153,0.003993247957454559,0.009404639415335245,0.14894405069531902,0.12274736597570135,0.20068485195653699,0.000227314848784063,0.00015567984122957684,0.00035606529664135647,0.0003812967697800167,0.0002763104204499855,0.0005611682003705943,0.006092965088177717,0.004062305829684372,0.009540879122855141,0.13083077458468684,0.10947998209759291,0.1759132947924819,0.00019967079988885095,0.00013694341584865016,0.00031231247323203036,0.00033492678293679833,0.00024775632774921017,0.0004942162728310385,0.004675271802543335,0.003136889287228084,0.007306386651846346
Botswana,2028,0.21089919347765168,0.17606687685534483,0.27566931433823993,0.00032186930629488986,0.00021718488459671837,0.0004951549191479637,0.0005399019353027883,0.0003948500583550924,0.0008103511529899,0.008724368226247206,0.005709394455944877,0.013346520336029729,0.18466234489328556,0.15427416576630845,0.244804396469597,0.0002818272553322395,0.0001879940728973502,0.0004320132243773841,0.000472735602926811,0.0003476061518091901,0.0007032864016985948,0.008264024662183952,0.005346493617910858,0.01267150766465211,0.17806688301039614,0.1473787039581352,0.23716646743122793,0.00027176141911004,0.00018260370317003732,0.000417286294179018,0.00045585122050661417,0.000331941188635281,0.0006738601964576475,0.00832400879693945,0.0054150893120413655,0.01273952338117926,0.15184733056452962,0.1267680736335049,0.19848177173637635,0.00023174576510040133,0.00015637303859121688,0.0003565113040457005,0.0003887291662451958,0.00028429191681883693,0.0005834523332930554,0.006281539804515091,0.004110760994443292,0.009609484325640091
Botswana,2029,0.2401599188068961,0.20864903099507887,0.3148252237089141,0.0003665263256419421,0.00024429320922751387,0.0005630937958339661,0.0006148093921456541,0.000452026804980165,0.0009337877707892161,0.011267052257105855,0.007253503541110416,0.017119703687515767,0.21386430691984926,0.18661020279190924,0.27865193743019545,0.0003263945915318241,0.00021505258904239483,0.0004998455191624079,0.0005474926257148142,0.0004030783619436057,0.000826495947223148,0.010806396635995056,0.006890616178902414,0.01658138433594438,0.20722047363316826,0.17986398866158274,0.2707529213715479,0.00031625493202976204,0.00020960789734364863,0.0004849927945341705,0.0005304844125009106,0.00038891044021433874,0.0007968633640384713,0.010865753665109362,0.006958680500991103,0.016648607587861287,0.17291502048069346,0.15022718692236428,0.22667392978256864,0.0002638987697029063,0.00017589100609508493,0.000405427207823241,0.0004426624524305752,0.0003254591260435171,0.0006723265089566041,0.0081122694847137,0.005222518034595056,0.01232617398025983
Botswana,2030,0.2694825841193291,0.23698739372358707,0.34659980637165344,0.0004112778763102957,0.00027369849275315177,0.0006179013078110793,0.0006898754153454826,0.0005140735423021839,0.0010280328136826995,0.014121884462985594,0.009126391862293469,0.021819704045704557,0.24307662098560165,0.21204742696146262,0.3102739257584368,0.0003709777267660921,0.0002443298779248448,0.0005543768984834465,0.0006222761497231402,0.0004639497171227541,0.0009202883874891567,0.013659028629749229,0.008761686930679718,0.021180417816230947,0.236417385610796,0.20466592327867209,0.30539981172985897,0.000360814560965412,0.0002388776931988764,0.000539495824746977,0.0006052285071636378,0.0004514014254175676,0.0008905838832605843,0.013718897569717777,0.00883027086226455,0.02125199379082298,0.19402730200751767,0.17063077339427696,0.24955157117642637,0.0002961198289553753,0.00019706277790379676,0.00044488853640769365,0.0004967098931392454,0.0003701327085261689,0.000740182767443178,0.010167744997753834,0.006570995550249034,0.01571016663060172
